target,best_epoch,val_loss,RMSE,MAE,MAPE,R2
temp,22,0.1549578607082367,2.6377008640571904,2.1770754435559105,7.948793162683709,0.10719344602504055
hum,19,0.2716420292854309,6.5336937120926475,5.25646318427561,10.600025533988058,0.4524047553056716
